ID,Soil,Plant,Tray,Date,Week,Presence,Leaves,Flowering,Adj.Week,root.length,root.dry,shoot.height,plant.height,shoot.wet,shoot.root,shoot.dry,plant.moist,pm.percent,sample,site,location,wt,grp1,grp2,grp3,grp4,grp5,plant.biomass
67,Serpentine,Trifolium,5,9/9/16,1,1,0,0,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,9/18/16,2,1,9,0,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,9/25/16,3,1,21,0,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,10/2/16,4,1,29,0,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,10/9/16,5,1,62,0,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,10/17/16,6,1,61,0,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,10/24/16,7,1,99,1,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,10/31/16,8,1,74,1,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,11/7/16,9,1,112,1,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,11/14/16,10,1,109,1,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,11/21/16,12,.,.,.,12,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,11/28/16,13,0,.,.,13,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,12/5/16,14,0,.,0,14,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
67,Serpentine,Trifolium,5,12/12/16,15,0,,.,15,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,9/9/16,1,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,9/18/16,2,0,.,.,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,9/25/16,3,0,.,.,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,10/2/16,4,0,.,.,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,10/9/16,5,0,.,.,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,10/17/16,6,0,.,.,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,10/24/16,7,0,.,.,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,10/31/16,8,0,.,.,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,11/7/16,9,1,2,0,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,11/14/16,10,1,6,0,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,11/21/16,11,1,12,0,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,11/21/16,12,.,.,.,12,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,11/28/16,13,0,.,.,13,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,12/5/16,14,0,.,0,14,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
68,Serpentine,Trifolium,5,12/12/16,15,0,,.,15,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,9/9/16,1,1,0,0,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,9/18/16,2,1,18,0,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,9/25/16,3,1,19,0,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,10/2/16,4,1,33,0,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,10/9/16,5,1,62,0,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,10/17/16,6,1,56,0,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,10/24/16,7,1,99,0,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,10/31/16,8,1,87,1,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,11/7/16,9,1,84,1,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,11/14/16,10,1,93,1,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,11/21/16,11,1,42,1,11,9.2,.,12,21.2,1.828,1.30434783,0.35,1.478,80.8533917,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,11/21/16,12,.,.,.,12,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,11/28/16,13,0,.,.,13,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,12/5/16,14,0,.,0,14,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
69,Serpentine,Trifolium,5,12/12/16,15,0,,.,15,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,9/9/16,1,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,9/18/16,2,0,.,.,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,9/25/16,3,0,.,.,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,10/2/16,4,0,.,.,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,10/9/16,5,0,.,.,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,10/17/16,6,0,.,.,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,10/24/16,7,0,.,.,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,10/31/16,8,0,.,.,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,11/7/16,9,1,2,0,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,11/14/16,10,1,6,0,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,11/21/16,11,0,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,11/21/16,12,.,.,.,12,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,11/28/16,13,0,.,.,13,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,12/5/16,14,0,.,0,14,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
70,Serpentine,Trifolium,7,12/12/16,15,0,,.,15,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,11/21/16,11,0,.,.,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,9/9/16,1,0,.,.,.,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,9/18/16,2,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,9/25/16,3,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,10/2/16,4,1,0,0,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,10/9/16,5,1,6,0,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,10/17/16,6,1,10,0,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,10/24/16,7,1,12,0,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,10/31/16,8,1,15,0,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,11/7/16,9,1,21,0,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,11/14/16,10,1,34,0,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,11/21/16,12,1,47,.,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,12/5/16,14,1,48,0,12,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
71,Serpentine,Trifolium,7,12/12/16,15,0,,.,13,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,9/9/16,1,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,9/18/16,2,0,.,.,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,9/25/16,3,0,.,.,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,10/2/16,4,0,.,.,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,10/9/16,5,0,.,.,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,10/17/16,6,0,.,.,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,10/24/16,7,0,.,.,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,10/31/16,8,0,.,.,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,11/7/16,9,0,.,.,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,11/14/16,10,0,.,.,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,11/21/16,11,0,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,11/21/16,12,.,.,.,12,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,11/28/16,13,0,.,.,13,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,12/5/16,14,0,.,0,14,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
72,Serpentine,Trifolium,7,12/12/16,15,0,,.,15,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,9/9/16,1,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,9/18/16,2,0,.,.,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,9/25/16,3,0,.,.,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,10/2/16,4,0,.,.,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,10/9/16,5,0,.,.,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,10/17/16,6,0,.,.,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,10/24/16,7,0,.,.,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,10/31/16,8,0,.,.,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,11/7/16,9,0,.,.,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,11/14/16,10,0,.,.,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,11/21/16,11,1,18,0,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,11/21/16,12,0,.,.,12,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,11/28/16,13,0,.,.,13,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,12/5/16,14,0,.,0,14,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
73,Serpentine,Chlorogalum,1,12/12/16,15,0,.,.,15,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,9/9/16,1,0,.,.,.,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,9/18/16,2,0,.,.,.,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,9/25/16,3,0,.,.,.,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,10/2/16,4,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,10/9/16,5,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,10/17/16,6,0,.,.,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,10/24/16,7,0,.,.,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,10/31/16,8,0,.,.,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,11/7/16,9,0,.,.,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,11/14/16,10,0,.,.,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,11/21/16,11,0,.,.,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,11/21/16,12,0,.,.,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,11/28/16,13,0,.,.,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,12/5/16,14,0,.,0,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
74,Serpentine,Chlorogalum,1,12/12/16,15,0,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,9/9/16,1,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,9/18/16,2,0,.,.,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,9/25/16,3,0,.,.,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,10/2/16,4,0,.,.,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,10/9/16,5,0,.,.,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,10/17/16,6,0,.,.,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,10/24/16,7,0,.,.,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,10/31/16,8,0,.,.,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,11/7/16,9,0,.,.,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,11/14/16,10,0,.,.,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,11/21/16,11,1,18,0,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,11/21/16,12,0,.,.,12,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,11/28/16,13,0,.,.,13,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,12/5/16,14,0,.,0,14,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
75,Serpentine,Chlorogalum,1,12/12/16,15,0,.,.,15,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,9/9/16,1,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,9/18/16,2,0,.,.,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,9/25/16,3,0,.,.,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,10/2/16,4,0,.,.,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,10/9/16,5,0,.,.,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,10/17/16,6,0,.,.,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,10/24/16,7,0,.,.,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,10/31/16,8,0,.,.,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,11/7/16,9,0,.,.,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,11/14/16,10,0,.,.,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,11/21/16,11,0,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,11/21/16,12,0,.,.,12,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,11/28/16,13,0,.,.,13,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,12/5/16,14,0,.,0,14,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
76,Serpentine,Chlorogalum,2,12/12/16,15,0,.,.,15,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,9/9/16,1,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,9/18/16,2,0,.,.,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,9/25/16,3,0,.,.,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,10/2/16,4,0,.,.,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,10/9/16,5,0,.,.,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,10/17/16,6,0,.,.,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,10/24/16,7,1,2,0,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,10/31/16,8,0,.,.,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,11/7/16,9,0,.,.,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,11/14/16,10,0,.,.,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,11/21/16,11,1,1,0,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,11/21/16,12,0,.,.,12,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,11/28/16,13,0,.,.,13,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,12/5/16,14,0,.,0,14,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
77,Serpentine,Chlorogalum,2,12/12/16,15,0,.,.,15,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,9/9/16,1,0,.,.,.,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,9/18/16,2,0,.,.,.,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,9/25/16,3,0,.,.,.,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,10/2/16,4,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,10/9/16,5,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,10/17/16,6,1,2,0,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,10/24/16,7,0,.,.,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,10/31/16,8,0,.,.,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,11/7/16,9,0,.,.,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,11/14/16,10,0,.,.,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,11/21/16,11,1,9,0,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,11/21/16,12,0,.,.,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,11/28/16,13,0,.,.,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,12/5/16,14,0,.,0,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
78,Serpentine,Chlorogalum,2,12/12/16,15,0,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,9/9/16,1,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,9/18/16,2,0,.,.,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,9/25/16,3,0,.,.,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,10/2/16,4,0,.,.,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,10/9/16,5,0,.,.,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,10/17/16,6,0,.,.,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,10/24/16,7,0,.,.,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,10/31/16,8,0,.,.,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,11/7/16,9,0,.,.,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,11/14/16,10,0,.,.,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,11/21/16,11,1,69,0,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,11/21/16,12,0,.,.,12,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,11/28/16,13,0,.,.,13,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,12/5/16,14,0,.,0,14,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
79,Serpentine,Chlorogalum,3,12/12/16,15,0,.,.,15,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
80,Serpentine,Chlorogalum,3,9/9/16,1,0,.,.,1,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
80,Serpentine,Chlorogalum,3,9/18/16,2,0,.,.,2,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
80,Serpentine,Chlorogalum,3,9/25/16,3,0,.,.,3,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
80,Serpentine,Chlorogalum,3,10/2/16,4,0,.,.,4,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
80,Serpentine,Chlorogalum,3,10/9/16,5,0,.,.,5,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
80,Serpentine,Chlorogalum,3,10/17/16,6,0,.,.,6,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
80,Serpentine,Chlorogalum,3,10/24/16,7,0,.,.,7,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
80,Serpentine,Chlorogalum,3,10/31/16,8,0,.,.,8,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
80,Serpentine,Chlorogalum,3,11/7/16,9,0,.,.,9,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
80,Serpentine,Chlorogalum,3,11/14/16,10,0,.,.,10,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
80,Serpentine,Chlorogalum,3,11/21/16,11,1,111,0,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
80,Serpentine,Chlorogalum,3,11/21/16,12,0,.,.,12,.,,.,.,.,.,,,,.,.,.,.,.,.,.,.,.,.
